Time,Isoprene,Radiation,Oxides,Temp,RH,WS,WD,Toluene,Month,Hour,Day,Year,u,v,LAI,leaf_stage
2019/5/1 5:00,10.40889091,35.8,31.75626232,15.2,94.1,1.1,250,2.023,5,5,1,2019,1.033661883,0.376222158,0.805492891,2
2019/5/1 6:00,11.8446,104.2,31.51291932,15.9,94.2,1.5,269,1.513,5,6,1,2019,1.499771543,0.02617861,0.805492891,2
2019/5/1 7:00,13.28030909,275.3,35.3050145,17.1,90.3,1.9,271,1.646,5,7,1,2019,1.899710621,-0.033159572,0.805492891,2
2019/5/1 8:00,15.43387272,338.4,41.20608242,18.3,85.9,2.4,290,1.524,5,8,1,2019,2.25526229,-0.820848344,0.805492891,2
2019/5/1 9:00,17.94636363,542.2,48.6483227,19.5,81.7,2.2,270,1.408,5,9,1,2019,2.2,4.04E-16,0.805492891,2
2019/5/1 10:00,12.20352727,523.6,63.51252468,20.7,77.5,2.3,292,1.317,5,10,1,2019,2.132522866,-0.861595165,0.805492891,2
2019/5/1 11:00,19.741,637.4,78.74174117,21.8,72.7,2.8,295,1.065,5,11,1,2019,2.537661804,-1.183331133,0.805492891,2
2019/5/1 12:00,9.332109089,555.6,93.13953576,22.8,68.1,2.5,293,1.047,5,12,1,2019,2.301262134,-0.976827821,0.805492891,2
2019/5/1 14:00,7.537472726,142.9,78.84313411,21,65.6,3.7,4,1.036,5,14,1,2019,-0.258098953,-3.690986986,0.805492891,2
2019/5/1 15:00,9.332109089,181.9,77.48446895,20.8,56.3,3,21,1.255,5,15,1,2019,-1.075103849,-2.800741279,0.805492891,2
2019/5/1 16:00,11.48567273,268.5,86.65038891,21.6,51.7,2.3,45,1.048,5,16,1,2019,-1.626345597,-1.626345597,0.805492891,2
2019/5/1 17:00,8.255327271,116.4,88.04961116,21.3,51.8,2.2,25,0.527,5,17,1,2019,-0.929760176,-1.993877131,0.805492891,2
2019/5/1 18:00,6.819618181,36,82.9799652,20,56.5,1.6,44,0.481,5,18,1,2019,-1.111453393,-1.150943681,0.805492891,2
2019/5/1 20:00,7.178545453,30.2,65.98651192,17.8,68.1,0.9,23,0.511,5,20,1,2019,-0.351658016,-0.828454368,0.805492891,2
2019/5/2 5:00,30.1498909,43.1,41.14524663,14.2,87.9,0.4,360,2.168,5,5,2,2019,0,-0.4,0.712241033,2
2019/5/2 6:00,24.40705454,140.7,41.46970399,15.5,81.9,0.7,359,2.088,5,6,2,2019,0.012216685,-0.699893387,0.712241033,2
2019/5/2 7:00,15.07494545,290.9,46.60018571,17.8,77.1,0.6,1,2.239,5,7,2,2019,-0.010471444,-0.599908617,0.712241033,2
2019/5/2 8:00,9.332109089,484,52.76487521,18.9,76.2,1.5,4,1.455,5,8,2,2019,-0.104634711,-1.496346075,0.712241033,2
2019/5/2 9:00,9.332109089,603.2,66.16901916,20.1,62.2,1.7,19,1.091,5,9,2,2019,-0.553465863,-1.607381579,0.712241033,2
2019/5/2 10:00,6.819618181,764.1,72.98262336,21.6,52.5,1.5,358,0.819,5,10,2,2019,0.052349245,-1.499086241,0.712241033,2
2019/5/2 11:00,6.819618181,758.7,77.93059781,22.6,41.3,1.7,22,0.884,5,11,2,2019,-0.636831209,-1.576212553,0.712241033,2
2019/5/2 12:00,8.973181817,649,83.95333722,23,39.5,2,2,0.619,5,12,2,2019,-0.069798993,-1.998781654,0.712241033,2
2019/5/2 14:00,12.56245454,581.5,87.60348236,24.3,31,2.2,339,0.347,5,14,2,2019,0.788409489,-2.053876938,0.712241033,2
2019/5/2 15:00,14.35709091,426.4,87.522368,24.7,28.2,2.6,44,0.22,5,15,2,2019,-1.806111763,-1.870283481,0.712241033,2
2019/5/2 16:00,13.28030909,300.5,87.13707492,24.5,30.8,2.9,46,0.205,5,16,2,2019,-2.086085421,-2.014509274,0.712241033,2
2019/5/2 17:00,17.22850909,132.8,80.68848522,23.6,32.7,2.5,46,0.24,5,17,2,2019,-1.798349501,-1.736645926,0.712241033,2
2019/5/2 18:00,12.20352727,42.5,71.13727224,22.3,34.7,1.8,68,0.423,5,18,2,2019,-1.668930938,-0.674291868,0.712241033,2
2019/5/2 19:00,6.819618181,30.7,61.66717354,20.8,38.1,1.3,45,0.636,5,19,2,2019,-0.919238816,-0.919238816,0.712241033,2
2019/5/2 20:00,17.94636363,30.3,57.87507833,19.7,44,1.5,90,1.002,5,20,2,2019,-1.5,-9.18E-17,0.712241033,2
2019/5/3 5:00,14.71601818,46.4,45.99182818,14.3,73.7,0.5,113,3.117,5,5,3,2019,-0.460252427,0.195365564,0.712241033,2
2019/5/3 6:00,15.43387272,171.2,51.0006384,16.6,64.5,0.4,0,3.924,5,6,3,2019,0,-0.4,0.712241033,2
2019/5/3 7:00,17.94636363,366.5,60.47073707,18.8,54,0.5,1,2.664,5,7,3,2019,-0.008726203,-0.499923848,0.712241033,2
2019/5/3 8:00,22.25349091,557.7,66.25013349,20.7,39.4,1.2,115,1.491,5,8,3,2019,-1.087569344,0.507141914,0.712241033,2
2019/5/3 9:00,22.97134545,727.8,69.25136392,22.2,31.1,1.6,116,1.066,5,9,3,2019,-1.438070474,0.701393835,0.712241033,2
2019/5/3 10:00,28.35525454,843.7,74.28045273,23.4,29.8,1.7,90,1.091,5,10,3,2019,-1.7,-1.04E-16,0.712241033,2
2019/5/3 11:00,19.741,904.9,76.00413234,24.3,26.7,1.8,116,0.674,5,11,3,2019,-1.617829283,0.789068064,0.712241033,2
2019/5/3 12:00,30.1498909,898.4,81.15489266,25.1,28.3,1.6,116,0.649,5,12,3,2019,-1.438070474,0.701393835,0.712241033,2
2019/5/3 14:00,24.76598181,676.3,88.55657575,25.9,27.6,1.8,158,0.4,5,14,3,2019,-0.674291868,1.668930938,0.712241033,2
2019/5/3 15:00,15.7928,504.9,96.87079519,26.1,26.4,2.1,135,0.53,5,15,3,2019,-1.48492424,1.48492424,0.712241033,2
2019/5/3 16:00,22.61241818,311.4,95.49185146,26,27.6,1.8,136,0.346,5,16,3,2019,-1.250385067,1.294811641,0.712241033,2
2019/5/3 17:00,10.04996363,135.3,85.2511666,25.1,26.8,2.4,159,0.305,5,17,3,2019,-0.860083079,2.240593024,0.712241033,2
2019/5/3 18:00,5.024981817,38.8,79.73539178,23.7,29.2,2,154,0.34,5,18,3,2019,-0.876742294,1.797588093,0.712241033,2
2019/5/3 19:00,5.024981817,30.9,73.71265236,22.3,33.6,1.8,134,0.333,5,19,3,2019,-1.294811641,1.250385067,0.712241033,2
2019/5/5 10:00,54.55694545,661.8,85.83924554,22.9,50.5,1.9,113,0.833,5,10,5,2019,-1.748959222,0.742389144,0.712241033,2
2019/5/5 11:00,176.5922182,731.8,77.42363325,23.9,47.3,1.8,130,3.361,5,11,5,2019,-1.378879998,1.157017697,0.712241033,2
2019/5/5 12:00,8.255327271,840.2,11.19377828,24.9,45.2,1.9,111,6.333,5,12,5,2019,-1.77380281,0.680899104,0.712241033,2
2019/5/5 14:00,19.02314545,405.3,95.08627978,25.3,48.2,2.7,1,0.708,5,14,5,2019,-0.047121497,-2.699588777,0.712241033,2
2019/5/5 15:00,16.86958182,272.9,88.04961119,24.8,55.6,2.2,45,1.202,5,15,5,2019,-1.555634919,-1.555634919,0.712241033,2
2019/5/5 16:00,15.07494545,189.1,84.6022519,23.9,55,2.4,45,1.26,5,16,5,2019,-1.697056275,-1.697056275,0.712241033,2
2019/5/5 17:00,11.48567273,69.6,79.08647707,22.6,54.6,2.2,23,1.076,5,17,5,2019,-0.859608483,-2.025110678,0.712241033,2
2019/5/5 18:00,4.666054545,33.5,73.87488103,21.6,65.8,2.3,44,1.55,5,18,5,2019,-1.597714252,-1.654481541,0.712241033,2
2019/5/7 5:00,5.024981817,54.8,42.9905978,12.4,69.4,1.1,271,0.61,5,5,7,2019,1.099832465,-0.019197647,0.712241033,2
2019/5/7 6:00,5.38390909,177.7,45.46458503,13.2,68.6,1.4,293,0.748,5,6,7,2019,1.288706795,-0.54702358,0.712241033,2
2019/5/7 8:00,5.742836363,543.2,54.28576901,15.6,58.9,2,20,1.165,5,8,7,2019,-0.684040287,-1.879385242,0.712241033,2
2019/5/7 12:00,4.666054545,841.9,75.27410336,19.4,42.8,3.2,69,0.482,5,12,7,2019,-2.987457365,-1.146777439,0.712241033,2
2019/5/7 16:00,4.666054545,130.1,71.62395823,19.1,32.9,2.9,67,0.247,5,16,7,2019,-2.669464075,-1.133120273,0.712241033,2
2019/5/8 7:00,11.12674545,126.1,58.26037145,15.8,57.9,2.3,109,0.807,5,7,8,2019,-2.174692724,0.748806755,0.712241033,2
2019/5/8 10:00,10.04996363,623.3,66.1081834,17.2,56.2,2,112,0.354,5,10,8,2019,-1.854367709,0.749213187,0.712241033,2
2019/5/8 11:00,4.666054545,823.2,70.24501454,18.4,52.4,2.2,156,0.451,5,11,8,2019,-0.894820615,2.009800007,0.712241033,2
2019/5/8 12:00,4.666054545,654.4,77.16001163,19.2,52.1,2.3,135,0.409,5,12,8,2019,-1.626345597,1.626345597,0.712241033,2
2019/5/8 15:00,5.024981817,394.7,80.87099249,20.3,54.3,1.6,118,0.265,5,15,8,2019,-1.412716149,0.7511545,0.712241033,2
2019/5/9 5:00,5.38390909,50.5,39.5635171,15.1,94.6,0.4,0,1.932,5,5,9,2019,0,-0.4,0.712241033,2
2019/5/9 6:00,12.56245454,168.4,45.52542076,16.7,86.1,0.5,112,2.25,5,6,9,2019,-0.463591927,0.187303297,0.712241033,2
2019/5/9 7:00,11.48567273,341.9,52.58236797,18.6,78.2,0.7,88,2.386,5,7,9,2019,-0.699573579,-0.024429648,0.712241033,2
2019/5/9 8:00,13.63923636,518.2,68.09548463,20,67.7,1,269,2.246,5,8,9,2019,0.999847695,0.017452406,0.712241033,2
2019/5/9 9:00,5.742836363,659.9,81.966036,21.9,56.7,1.2,269,2.361,5,9,9,2019,1.199817234,0.020942888,0.712241033,2
2019/5/9 10:00,6.819618181,758.4,101.3320836,22.9,47.9,1.8,339,1.253,5,10,9,2019,0.645062309,-1.680444768,0.712241033,2
2019/5/9 11:00,7.178545453,834.8,120.8603599,23.9,45.9,1.8,24,1.762,5,11,9,2019,-0.732125958,-1.644381824,0.712241033,2
2019/5/9 15:00,5.742836363,318.4,140.348079,25.1,38,1.6,22,0.78,5,15,9,2019,-0.599370549,-1.483494167,0.712241033,2
2019/5/10 5:00,5.024981817,51.9,59.53792224,17.8,85.2,1.3,92,2.298,5,5,10,2019,-1.299208075,0.045369346,0.84959952,2
2019/5/10 6:00,8.255327271,124.7,62.84333141,18.6,81.3,1.5,89,3.11,5,6,10,2019,-1.499771543,-0.02617861,0.84959952,2
2019/5/10 7:00,7.896399999,201.4,73.9357168,19.8,70.4,1.3,114,2.344,5,7,10,2019,-1.187609095,0.528757636,0.84959952,2
2019/5/10 8:00,19.02314545,414.8,84.54141617,20.9,63.3,1.2,134,1.119,5,8,10,2019,-0.86320776,0.833590045,0.84959952,2
2019/5/10 9:00,13.63923636,618,99.42589671,22.7,54.6,1.3,116,1.089,5,9,10,2019,-1.16843226,0.569882491,0.84959952,2
2019/5/10 10:00,16.15172727,741.1,116.5207429,24,46,1.2,134,0.604,5,10,10,2019,-0.86320776,0.833590045,0.84959952,2
2019/5/10 11:00,16.51065454,804.6,132.8247244,24.8,44.5,1.4,87,0.435,5,11,10,2019,-1.398081349,-0.073270339,0.84959952,2
2019/5/10 12:00,5.742836363,786.7,144.4849101,25.5,43.4,1.4,115,0.443,5,12,10,2019,-1.268830902,0.591665566,0.84959952,2
2019/5/10 14:00,5.742836363,430.5,151.9879861,27,41.4,1,27,0.466,5,14,10,2019,-0.4539905,-0.891006524,0.84959952,2
2019/5/10 16:00,24.04812727,272.3,154.3403019,26.4,45.2,1.8,133,0.692,5,16,10,2019,-1.316436663,1.227597048,0.84959952,2
2019/5/10 17:00,5.742836363,130.8,152.0488219,26.1,45.7,1.3,135,0.719,5,17,10,2019,-0.919238816,0.919238816,0.84959952,2
2019/5/11 6:00,9.332109089,146.8,54.24521185,18.7,88,1,134,1.966,5,6,11,2019,-0.7193398,0.69465837,0.84959952,2
2019/5/11 7:00,13.99816363,291,57.59117819,20,82.9,1,135,2.033,5,7,11,2019,-0.707106781,0.707106781,0.84959952,2
2019/5/11 8:00,43.07127272,475.2,64.18171795,22,75.8,0.8,135,2.253,5,8,11,2019,-0.565685425,0.565685425,0.84959952,2
2019/5/11 9:00,33.02130909,631.3,81.88492169,24.3,67.6,0.6,0,2.618,5,9,11,2019,0,-0.6,0.84959952,2
2019/5/11 10:00,26.91954545,673.3,106.0367151,26.4,60,0.8,136,2.598,5,10,11,2019,-0.555726696,0.57547184,0.84959952,2
2019/5/11 11:00,24.04812727,799.7,119.9072664,27.4,56.7,0.9,114,2.41,5,11,11,2019,-0.822190912,0.366062979,0.84959952,2
2019/5/11 12:00,14.35709091,791.4,134.791747,27.5,54.6,1.4,0,1.519,5,12,11,2019,0,-1.4,0.84959952,2
2019/5/11 14:00,44.86590908,549,143.0248521,29,42.8,1.2,175,0.629,5,14,11,2019,-0.104586891,1.195433638,0.84959952,2
2019/5/11 15:00,34.81594545,417.3,143.9779455,29,42.6,1.2,177,0.568,5,15,11,2019,-0.062803147,1.198355442,0.84959952,2
2019/5/11 16:00,11.12674545,262.6,144.4443529,28.5,44.7,1.6,111,0.6,5,16,11,2019,-1.493728682,0.573388719,0.84959952,2
2019/5/11 17:00,8.255327271,106.8,144.5457459,27.6,48,2.4,132,0.544,5,17,11,2019,-1.783547581,1.605913455,0.84959952,2
2019/5/12 5:00,6.819618181,51,47.2491004,18.7,86.9,1.1,110,5.629,5,5,12,2019,-1.033661883,0.376222158,0.84959952,2
2019/5/12 6:00,19.02314545,155.8,48.97278003,19.6,83.5,1.7,89,4.286,5,6,12,2019,-1.699741082,-0.029669091,0.84959952,2
2019/5/12 7:00,35.53379999,315.1,57.32755659,21,77.9,1.6,88,3.874,5,7,12,2019,-1.599025323,-0.055839195,0.84959952,2
2019/5/12 8:00,39.48199999,491.3,71.23866512,23.1,69.4,1.4,114,3.04,5,8,12,2019,-1.278963641,0.5694313,0.84959952,2
2019/5/12 9:00,38.0462909,646.8,83.30442253,24.9,63.7,1.4,134,2.711,5,9,12,2019,-1.00707572,0.972521719,0.84959952,2
2019/5/12 10:00,27.6374,755.6,92.93674986,26.3,60.2,1.6,134,2.096,5,10,12,2019,-1.150943681,1.111453393,0.84959952,2
2019/5/12 11:00,19.02314545,778,110.1127104,27.4,55,2.1,117,1.206,5,11,12,2019,-1.871113701,0.953380049,0.84959952,2
2019/5/12 12:00,21.17670909,709.2,127.7956356,28.3,50.2,2.2,156,1.126,5,12,12,2019,-0.894820615,2.009800007,0.84959952,2
2019/5/12 14:00,19.38207272,537.2,126.7411492,29,42.5,2.4,134,0.493,5,14,12,2019,-1.726415521,1.667180089,0.84959952,2
2019/5/12 15:00,13.99816363,323.4,116.4599072,28.2,44.8,2.6,156,0.547,5,15,12,2019,-1.057515272,2.37521819,0.84959952,2
2019/5/12 16:00,12.20352727,153.4,107.6387232,26.8,47.6,2.5,134,0.529,5,16,12,2019,-1.798349501,1.736645926,0.84959952,2
2019/5/12 17:00,10.04996363,71.6,106.4017296,25.5,53.8,2.1,134,0.872,5,17,12,2019,-1.510613581,1.458782578,0.84959952,2
2019/5/13 6:00,6.101763635,58.2,60.71408009,20.6,68.8,1.4,89,1.102,5,6,13,2019,-1.399786773,-0.024433369,0.84959952,2
2019/5/13 7:00,8.255327271,98.2,61.60633779,20.7,69.4,1.9,88,1.216,5,7,13,2019,-1.898842571,-0.066309044,0.84959952,2
2019/5/13 8:00,18.66421818,153.9,58.3212072,20.8,72,1.6,88,1.353,5,8,13,2019,-1.599025323,-0.055839195,0.84959952,2
2019/5/13 9:00,31.94452727,162.9,61.24132327,21.6,72.3,2,111,1.751,5,9,13,2019,-1.867160853,0.716735899,0.84959952,2
2019/5/13 10:00,19.741,216.1,63.04611724,22.1,72.9,2.5,113,1.781,5,10,13,2019,-2.301262134,0.976827821,0.84959952,2
2019/5/13 11:00,18.66421818,226.1,66.75709809,22.6,73.3,1.8,133,2.757,5,11,13,2019,-1.316436663,1.227597048,0.84959952,2
2019/5/13 12:00,11.8446,226.5,71.80646548,22.6,76.4,1.4,155,2.356,5,12,13,2019,-0.591665566,1.268830902,0.84959952,2
2019/5/13 14:00,8.973181817,120.5,72.7798375,22,77.2,1.6,156,2.169,5,14,13,2019,-0.650778629,1.461672732,0.84959952,2
2019/5/13 15:00,8.973181817,77.5,75.51744635,21.3,79.8,1.4,134,1.837,5,15,13,2019,-1.00707572,0.972521719,0.84959952,2
2019/5/13 16:00,6.819618181,72.7,75.59856066,20.8,85.4,2.2,133,2.384,5,16,13,2019,-1.608978144,1.500396392,0.84959952,2
2019/5/13 17:00,5.38390909,48.1,74.88881025,20.3,86.7,2.7,113,2.119,5,17,13,2019,-2.485363104,1.054974047,0.84959952,2
2019/5/13 18:00,5.38390909,31.8,68.52133489,19.6,91.9,2.8,113,1.609,5,18,13,2019,-2.57741359,1.09404716,0.84959952,2
2019/5/14 5:00,6.460690908,52.8,64.20199656,16.7,91.2,0.4,360,0.406,5,5,14,2019,0,-0.4,0.84959952,2
2019/5/14 6:00,10.76781818,174.2,64.1208822,18.3,85.3,0.5,360,0.467,5,6,14,2019,0,-0.5,0.84959952,2
2019/5/14 7:00,11.12674545,343.4,63.26918167,19.6,79.9,1,360,2.255,5,7,14,2019,0,-1,0.84959952,2
2019/5/14 8:00,10.04996363,538.6,63.97893211,20.1,78.9,2,21,1.278,5,8,14,2019,-0.716735899,-1.867160853,0.84959952,2
2019/5/14 9:00,19.741,681.5,72.86095185,20.7,76.4,2.4,67,1.194,5,9,14,2019,-2.209211648,-0.937754708,0.84959952,2
2019/5/14 10:00,11.48567273,775.2,73.63153803,21.8,73.5,2.7,47,1.785,5,10,14,2019,-1.974654994,-1.841395572,0.84959952,2
2019/5/14 11:00,26.91954545,811.6,78.78229835,22.9,70.8,2.5,88,1.493,5,11,14,2019,-2.498477068,-0.087248742,0.84959952,2
2019/5/14 12:00,27.99632727,590.7,84.5819733,23.2,69.7,2.5,90,1.567,5,12,14,2019,-2.5,-1.53E-16,0.84959952,2
2019/5/14 14:00,20.45885454,321.5,79.87734184,22.9,71.2,2.5,112,1.256,5,14,14,2019,-2.317959636,0.936516484,0.84959952,2
2019/5/14 15:00,14.71601818,205.1,76.57193268,22.2,73.8,2,114,1.329,5,15,14,2019,-1.827090915,0.813473286,0.84959952,2
2019/5/14 16:00,13.28030909,123.1,76.97750439,21.9,74,1.6,133,1.026,5,16,14,2019,-1.170165923,1.091197376,0.84959952,2
2019/5/14 17:00,13.28030909,61.3,75.67967499,21.6,75.7,1.3,133,0.603,5,17,14,2019,-0.950759812,0.886597868,0.84959952,2
2019/5/14 18:00,9.332109089,33.4,74.09794544,21.6,76.9,1.6,154,1.3,5,18,14,2019,-0.701393835,1.438070474,0.84959952,2
2019/5/15 5:00,4.666054545,36.5,38.89432385,18.7,93.1,2.2,68,1.975,5,5,15,2019,-2.03980448,-0.824134506,0.84959952,2
2019/5/15 6:00,8.614254544,75.9,41.16552525,19.1,91.9,2.6,88,1.561,5,6,15,2019,-2.59841615,-0.090738691,0.84959952,2
2019/5/15 7:00,8.973181817,209.5,43.51784098,19.5,90.8,3.4,90,1.446,5,7,15,2019,-3.4,-2.08E-16,0.84959952,2
2019/5/15 8:00,11.12674545,181,46.60018573,20.3,88.6,3.4,90,0.618,5,8,15,2019,-3.4,-2.08E-16,0.84959952,2
2019/5/15 9:00,10.76781818,123.8,47.99940802,20.8,88.7,3.6,91,1.358,5,9,15,2019,-3.599451703,0.062828663,0.84959952,2
2019/5/15 10:00,9.691036362,112.8,46.19461405,21.1,87.4,3.2,90,3.513,5,10,15,2019,-3.2,-1.96E-16,0.84959952,2
2019/5/15 12:00,13.99816363,214.5,39.17822405,20.7,90,3.4,112,1.035,5,12,15,2019,-3.152425106,1.273662418,0.84959952,2
2019/5/15 14:00,13.99816363,150.1,48.48609404,21.8,84.5,2.3,111,1.653,5,14,15,2019,-2.147234981,0.824246284,0.84959952,2
2019/5/15 15:00,10.40889091,81.8,47.12742891,21.7,84.8,2.5,115,2.025,5,15,15,2019,-2.265769468,1.056545654,0.84959952,2
2019/5/15 16:00,11.12674545,44,44.41009867,21.3,88.2,2,116,1.69,5,16,15,2019,-1.797588093,0.876742294,0.84959952,2
2019/5/15 17:00,8.255327271,37.3,43.55839814,20.6,93.5,2.1,111,2.375,5,17,15,2019,-1.960518896,0.752572694,0.84959952,2
2019/5/15 18:00,7.896399999,32.8,42.26056878,19.8,99,2.3,90,3.84,5,18,15,2019,-2.3,-1.41E-16,0.84959952,2
2019/5/15 19:00,8.255327271,31.2,40.35438189,19.4,100,2.1,87,2.238,5,19,15,2019,-2.097122023,-0.109905508,0.84959952,2
2019/5/15 20:00,5.38390909,31.4,40.29354614,19.3,100,2.5,91,3.852,5,20,15,2019,-2.499619238,0.043631016,0.84959952,2
2019/5/16 5:00,7.896399999,33.8,29.32283227,18.9,100,0.4,0,1.869,5,5,16,2019,0,-0.4,0.84959952,2
2019/5/16 6:00,9.691036362,46.3,28.0250029,19.3,100,0.4,360,1.702,5,6,16,2019,0,-0.4,0.84959952,2
2019/5/16 7:00,11.8446,99.5,28.43057458,19.6,100,1.1,293,1.863,5,7,16,2019,1.012555339,-0.429804241,0.84959952,2
2019/5/16 8:00,9.332109089,108.5,28.49141033,20,100,1.2,337,2.09,5,8,16,2019,0.468877354,-1.104605824,0.84959952,2
2019/5/16 9:00,8.255327271,141.3,30.43815438,20.3,99.9,1.3,18,2.407,5,9,16,2019,-0.401722093,-1.236373471,0.84959952,2
2019/5/16 11:00,9.691036362,201.9,48.48609404,22,91.5,0.9,315,2.822,5,11,16,2019,0.636396103,-0.636396103,0.84959952,2
2019/5/16 12:00,8.973181817,293.5,71.92813698,23.1,84.5,1.2,358,1.858,5,12,16,2019,0.041879396,-1.199268992,0.84959952,2
2019/5/16 14:00,9.691036362,236,79.00536277,23.6,84.2,2.3,360,2.346,5,14,16,2019,0,-2.3,0.84959952,2
2019/5/16 15:00,12.56245454,139.3,70.81281487,23.5,85.6,2,337,2.969,5,15,16,2019,0.781462257,-1.841009707,0.84959952,2
2019/5/16 16:00,14.71601818,111.2,65.94595473,23.3,87,1.8,1,3.083,5,16,16,2019,-0.031414332,-1.799725851,0.84959952,2
2019/5/16 17:00,13.28030909,61.3,60.91686592,23,89.2,1.4,20,3.682,5,17,16,2019,-0.478828201,-1.315569669,0.84959952,2
2019/5/16 18:00,14.35709091,33.2,54.32632617,22.7,92.6,1.9,45,3.672,5,18,16,2019,-1.343502884,-1.343502884,0.84959952,2
2019/5/16 19:00,5.742836363,31.1,54.1438189,22.2,94.4,1.4,45,3.283,5,19,16,2019,-0.989949494,-0.989949494,0.84959952,2
2019/5/16 20:00,19.02314545,29.8,53.35295413,22.2,93.3,1.5,45,5.835,5,20,16,2019,-1.060660172,-1.060660172,0.84959952,2
2019/5/17 5:00,11.12674545,44,27.53831687,20.5,99.9,0.9,109,2.156,5,5,17,2019,-0.850966718,0.293011339,0.84959952,2
2019/5/17 6:00,12.92138182,90.1,30.09341845,21,97.4,2,90,2.118,5,6,17,2019,-2,-1.22E-16,0.84959952,2
2019/5/17 7:00,13.63923636,103.9,31.83737666,21.4,96,2.5,90,1.228,5,7,17,2019,-2.5,-1.53E-16,0.84959952,2
2019/5/17 8:00,13.99816363,133.3,34.55470691,21.9,93.9,2.1,113,1.066,5,8,17,2019,-1.933060192,0.82053537,0.84959952,2
2019/5/17 9:00,24.76598181,339.6,40.51661057,23.1,87.2,1.7,114,1.12,5,9,17,2019,-1.553027278,0.691452293,0.84959952,2
2019/5/17 10:00,12.92138182,289.4,47.83717936,24.1,84.1,1.9,135,0.881,5,10,17,2019,-1.343502884,1.343502884,0.84959952,2
2019/5/17 14:00,20.81778181,160.8,68.31854907,26,78.5,0.5,0,0.407,5,14,17,2019,0,-0.5,0.84959952,2
2019/5/17 15:00,12.92138182,121.8,69.85972147,25.9,78.8,0.4,1,0.409,5,15,17,2019,-0.006980963,-0.399939078,0.84959952,2
2019/5/17 16:00,10.04996363,46.3,66.79765528,25.4,82.2,1.3,339,1.198,5,16,17,2019,0.465878334,-1.213654554,0.84959952,2
2019/5/17 17:00,26.91954545,37.6,64.14116077,24.7,86.6,1.7,338,1.216,5,17,17,2019,0.636831209,-1.576212553,0.84959952,2
2019/5/17 18:00,20.09992727,41.3,55.25914102,23.9,93.1,1.7,339,2.598,5,18,17,2019,0.609225514,-1.587086725,0.84959952,2
2019/5/17 19:00,12.56245454,31.6,51.28453858,23.7,93.8,1.1,358,2.275,5,19,17,2019,0.038389446,-1.09932991,0.84959952,2
2019/5/17 20:00,11.48567273,31.2,46.62046428,23.6,93.5,0.9,335,2.423,5,20,17,2019,0.380356436,-0.815677008,0.84959952,2
2019/5/18 5:00,5.024981817,37.9,26.46355195,21.2,95.2,2.6,293,2.752,5,5,18,2019,2.393312619,-1.015900934,0.640963326,2
2019/5/18 7:00,5.024981817,79.9,40.82078934,20,91.4,3.3,295,1.095,5,7,18,2019,2.990815697,-1.394640264,0.640963326,2
2019/5/18 8:00,5.38390909,133.3,42.70669764,20.1,88.3,2.8,294,0.659,5,8,18,2019,2.557927281,-1.138862601,0.640963326,2
2019/5/18 9:00,11.48567273,181.7,44.08564134,20.2,86.3,2.8,295,0.861,5,9,18,2019,2.537661804,-1.183331133,0.640963326,2
2019/5/18 10:00,10.04996363,393.6,50.65590251,21.2,80.1,2.2,292,1.341,5,10,18,2019,2.03980448,-0.824134506,0.640963326,2
2019/5/18 11:00,12.56245454,316,52.58236798,21.7,79.1,3,293,1.612,5,11,18,2019,2.76151456,-1.172193385,0.640963326,2
2019/5/18 12:00,9.332109089,278.6,53.92075451,22,78.4,2.8,294,1.91,5,12,18,2019,2.557927281,-1.138862601,0.640963326,2
2019/5/18 14:00,10.76781818,300.4,61.42383057,22.7,74.7,2.5,294,1.897,5,14,18,2019,2.283863644,-1.016841608,0.640963326,2
2019/5/18 15:00,10.40889091,204.3,62.31608823,23,73.6,2.5,295,2.282,5,15,18,2019,2.265769468,-1.056545654,0.640963326,2
2019/5/18 16:00,8.255327271,127.1,61.40355199,23,72.6,2.2,293,2.082,5,16,18,2019,2.025110678,-0.859608483,0.640963326,2
2019/5/18 17:00,8.973181817,64.9,56.94226351,22.7,75.4,2.2,337,1.491,5,17,18,2019,0.859608483,-2.025110678,0.640963326,2
2019/5/18 18:00,7.896399999,33.5,51.81178179,22,78.5,2.4,338,1.615,5,18,18,2019,0.899055824,-2.225241251,0.640963326,2
2019/5/19 7:00,6.101763635,176.6,36.17699363,19.8,86.2,0.6,358,1.65,5,7,19,2019,0.020939698,-0.599634496,0.640963326,2
2019/5/19 8:00,9.332109089,286.1,38.54958794,20.2,85.6,1.4,313,1.475,5,8,19,2019,1.023895182,-0.954797704,0.640963326,2
2019/5/19 9:00,10.04996363,371.6,43.33533373,21,83.4,1.3,22,1.38,5,9,19,2019,-0.486988571,-1.205339011,0.640963326,2
2019/5/19 10:00,10.76781818,425.7,52.1767963,22.6,77.4,1.1,25,1.579,5,10,19,2019,-0.464880088,-0.996938566,0.640963326,2
2019/5/19 11:00,5.742836363,535.4,66.20957634,23.9,73.2,1,315,1.55,5,11,19,2019,0.707106781,-0.707106781,0.640963326,2
2019/5/19 12:00,5.742836363,520.1,85.33228096,24.7,71.4,1.8,21,1.485,5,12,19,2019,-0.645062309,-1.680444768,0.640963326,2
2019/5/19 14:00,12.92138182,500.3,116.5410215,25.8,67.3,2.3,4,1.672,5,14,19,2019,-0.16043989,-2.294397316,0.640963326,2
